,ID,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Course Name,Course URL / Code,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Certification URL,Is there a course with this certification?,Consolidated Course Name,Category,Activity,Support Group,Assigned To,Request Status,Start Date,End Date,Start Mo/Yr,End Mo/Yr,Start FY,End FY,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Individual Travel Hours,Rqst Tot Labor Hrs,Airfare,Hotel,Per Diem,Other,Estimated Individual Travel,Misc Expenses,Certification Fee,Conference Fee,Course Fee,Catering,Facility Rental,Vendor Charge,Direct Other Expenses,Describe Other Expenses,Direct Expense Impact,Rqst NPR Alloc,Rqst NPR OH,Cancel No Response,Created,Retroactive Start Date,Duplicates,Reporting Status
445,TAS0012663,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,10,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,NA,Introduction to Working with Tableau,US-A24238-FY17-0001,NA,NA,NA,NA,NA,NA,NA,Introduction to Working with Tableau,Analytics/Big Data,Tableau,TAS TC Analyst Apprentice Approval Group,NA,Training Complete,2/22/2017,2/23/2017,06_Feb,06_Feb,FY17,FY17,Current project/role,NA,16,No,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42780.68737,TRUE,NO,3. Complete
446,TAS0014640,TAS,Chicago Corp 161 Clark St,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,San Francisco,NA,NA,Informatica,Informatica World 2017,NA,NA,NA,NA,NA,Informatica World 2017,Analytics/Big Data,Conf - Informatica World - Not on approved list,TAS TC Emerging Technology Approval Group,NA,Approved,5/15/2017,5/18/2017,09_May,09_May,FY17,FY17,Career growth,NA,32,Yes,4,36,800,700,250,100,1850,0,0,1795,0,0,0,0,0,NA,NA,0,3645,TRUE,42817.46382,TRUE,NO,2. Approved
447,TAS0014302,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,HDP Developer: Apache Pig & Hive,https://www.sunsetlearning.com/course-catalog/hortonworks-hdp-developer-apache-pig-hive/,Sunset Learning,NA,NA,New,HDP Certified Developer (HDPCD),https://www.sunsetlearning.com/course-catalog/hortonworks-hdp-developer-apache-pig-hive/,Yes,HDP Certified Developer (HDPCD) - HDP Developer: Apache Pig & Hive,Analytics/Big Data,Hadoop,TAS TC Advanced Tech & Arch Approval Group,NA,Training Complete,3/20/2017,3/23/2017,07_Mar,07_Mar,FY17,FY17,Current project/role,NA,32,No,0,32,0,0,0,0,0,0,0,0,2800,0,0,0,0,NA,NA,2800,0,TRUE,42809.98047,TRUE,NO,3. Complete
448,TAS0009915,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,HDP Developer Enterprise Apache Spark I,https://www.sunsetlearning.com/course-catalog/hdp-developer-enterprise-spark/,Hortonworks,NA,NA,NA,NA,NA,NA,HDP Developer Enterprise Apache Spark I,Analytics/Big Data,Hadoop,TAS TC Emerging Technology Approval Group,NA,Training Complete,10/31/2016,11/3/2016,02_Oct,03_Nov,FY17,FY17,Current project/role,NA,32,No,0,32,0,0,0,0,0,0,0,0,2800,0,0,0,0,NA,NA,2800,0,TRUE,42654.63125,TRUE,NO,3. Complete
449,TAS0012591,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,IBM Cognos Report Studio Author Professional Reports Fundamentals (V10.2) - SPVC,http://www.learnquest.com/course-detail.aspx?cnum=J2258&s20150715=I&nc=1242017120008&gclid=&classid=,Learn Quest,NA,NA,NA,NA,NA,NA,IBM Cognos Report Studio Author Professional Reports Fundamentals (V10.2) - SPVC,Analytics/Big Data,IBM Cognos,TAS TDL Emerging Technology Approval Group,NA,Training Complete,2/16/2017,3/24/2017,06_Feb,07_Mar,FY17,FY17,Upcoming project/role,NA,24,No,0,24,0,0,0,0,0,0,0,0,1047,0,0,0,0,NA,NA,1047,0,TRUE,42779.31529,TRUE,NO,3. Complete
450,TAS0014995,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,CA,NA,NA,DataWorks - Hadoop Summit,DataWorks Summit,NA,NA,NA,NA,NA,DataWorks Summit,Analytics/Big Data,Conf - DataWorks/Hadoop Summit,TAS TC Emerging Technology Approval Group,NA,Approval In Process,6/12/2017,6/15/2017,10_Jun,10_Jun,FY17,FY17,Current project/role,20,24,Yes,4,28,400,600,70,0,1070,0,0,2290,0,0,0,0,0,NA,NA,0,3360,TRUE,42828.47962,TRUE,NO,1. In Process
451,TAS0007899,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,SAS Base Programming for SAS 9 Exam,http://support.sas.com/certify/discounts/bpc.html,Statistical Analysis Software (SAS),NA,NA,New,SAS Base Programming Certification,http://support.sas.com/certify/discounts/bpc.html,Yes,SAS Base Programming Certification - SAS Base Programming for SAS 9 Exam,Analytics/Big Data,SAS,TAS TC Emerging Technology Approval Group,NA,Approved,9/1/2016,6/30/2017,01_Sep,10_Jun,FY17,FY17,Other,NA,50,No,0,50,0,0,0,0,0,0,133,0,2862,0,0,0,0,NA,NA,2862,133,TRUE,42537.6147,TRUE,NO,N/A
452,TAS0010569,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,NA,NA,Hortonworks,NA,NA,New,na,na,No,na,Analytics/Big Data,Hadoop,TAS TC Emerging Technology Approval Group,NA,Training Complete,4/3/2017,4/6/2017,08_Apr,08_Apr,FY17,FY17,Current project/role,NA,32,No,0,32,0,0,0,0,0,0,2800,0,0,0,0,0,0,NA,NA,0,2800,TRUE,42684.83248,TRUE,NO,3. Complete
453,TAS0013719,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.009,TDL Infrastructure,Infrastructure,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,Data Vault 2.0 Boot Camp and Certification,http://datavaultcertification.com/data-vault-certification/class-agenda/,Data Vault Certification,NA,NA,New,Data Vault,http://datavaultcertification.com/,Yes,Data Vault - Data Vault 2.0 Boot Camp and Certification,Analytics/Big Data,Data Vault (Data Warehouse),TAS TDL Infrastructure Approval Group,NA,Training Complete,4/3/2017,4/5/2017,08_Apr,08_Apr,FY17,FY17,Current project/role,NA,24,No,0,24,0,0,0,0,0,0,0,0,2330.5,0,0,0,0,NA,NA,2330.5,0,TRUE,42801.37539,TRUE,NO,3. Complete
454,TAS0010491,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,"IBM Training IBM InfoSphere DataStage Essentials V11.3,",KM203G,NA,NA,NA,NA,NA,NA,NA,"IBM Training IBM InfoSphere DataStage Essentials V11.3,",Analytics/Big Data,IBM InfoSphere,TAS TDL Industry Approval Group,NA,Training Complete,11/28/2016,12/1/2016,03_Nov,04_Dec,FY17,FY17,Upcoming project/role,NA,32,No,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42682.43689,TRUE,NO,3. Complete
455,TAS0010160,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,"Arlington, VA",SAS Data Managment,www.sas.com,SAS,NA,NA,NA,NA,NA,NA,SAS Data Managment,Analytics/Big Data,SAS,TAS TDL Analyst Apprentice Approval Group,NA,Training Complete,10/21/2016,10/21/2016,02_Oct,02_Oct,FY17,FY17,Current project/role,NA,3,Yes,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42664.64786,TRUE,NO,3. Complete
456,TAS0012553,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,NA,Introduction to Working with Tableau,https://mylearning.accenture.com/myl-ui/learner/activitySupDetails?activityId=1364434&sessionId=1365,NA,NA,NA,NA,NA,NA,NA,Introduction to Working with Tableau,Analytics/Big Data,Tableau,TAS TC Emerging Technology Approval Group,NA,Training Complete,2/22/2017,2/23/2017,06_Feb,06_Feb,FY17,FY17,Current project/role,NA,16,No,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42776.47986,TRUE,NO,3. Complete
457,TAS0012626,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,NA,Introduction to Working with Tableau,US-A24238-FY17-0001,NA,NA,NA,NA,NA,NA,NA,Introduction to Working with Tableau,Analytics/Big Data,Tableau,TAS TDL Industry Approval Group,NA,Training Complete,2/22/2017,2/23/2017,06_Feb,06_Feb,FY17,FY17,Current project/role,NA,16,No,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42779.67591,TRUE,NO,3. Complete
458,TAS0009163,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,San Fransico,NA,NA,DataStax,Cassandra Summit 2016,NA,NA,NA,NA,NA,Cassandra Summit 2016,Analytics/Big Data,Conf - Cassandra Summit - Not on approved list,TAS TC Advanced Tech & Arch Approval Group,NA,Training Complete,9/7/2016,9/9/2016,01_Sep,01_Sep,FY17,FY17,Other,0,24,Yes,12,36,1200,1200,200,0,2600,0,0,0,0,0,0,0,0,NA,NA,0,2600,TRUE,42603.95225,TRUE,NO,3. Complete
459,TAS0015480,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,NA,IBM Cognos Report Studio Authoring Professional Reports Fundamentals,https://www.exitcertified.com/training/ibm/business-analytics/cognos/report-studio-authoring-profess,NA,NA,NA,NA,NA,NA,NA,IBM Cognos Report Studio Authoring Professional Reports Fundamentals,Analytics/Big Data,IBM Cognos,TAS TC Analyst Apprentice Approval Group,zainab.javaid,Approved,5/8/2017,5/10/2017,09_May,09_May,FY17,FY17,Upcoming project/role,NA,24,No,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42838.5283,TRUE,NO,2. Approved
460,TAS0016323,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,"Columbia, MD",HDP Operations:  HDP Administration I,https://umbctraining.com/Courses/catalog/BD-5010C,HortonWorks,NA,NA,NA,NA,NA,NA,HDP Operations:  HDP Administration I,Analytics/Big Data,Hadoop,TAS TDSADC Infrastructure Approval Group,NA,Approved,6/26/2017,6/29/2017,10_Jun,10_Jun,FY17,FY17,Upcoming project/role,NA,0,Yes,0,0,423.96,0,0,0,423.96,0,0,0,2800,0,0,0,0,NA,NA,2800,423.96,TRUE,42853.51253,TRUE,NO,2. Approved
461,TAS0012808,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,"Chantilly, VA",Introduction to Working with Tableau | 2 days,https://mylearning.accenture.com/Atlas/home.aspx?url=%23%2FactivityDetailsqmqmactivityID%3D1365585%2,NA,NA,NA,NA,NA,NA,NA,Introduction to Working with Tableau | 2 days,Analytics/Big Data,Tableau,TAS TDL Analyst Apprentice Approval Group,zainab.javaid,Information Requested,2/22/2017,2/23/2017,06_Feb,06_Feb,FY17,FY17,Career growth,NA,16,Yes,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42788.57377,TRUE,NO,1. In Process
462,TAS0016043,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,NA,HDP OPERATIONS: SECURITY,https://hortonworks.com/services/training/class/hdp-administrator-security/,Hortonworks,NA,NA,NA,NA,NA,NA,HDP OPERATIONS: SECURITY,Analytics/Big Data,Hadoop,TAS TDL Analyst Apprentice Approval Group,NA,Approval In Process,5/29/2017,5/31/2017,09_May,09_May,FY17,FY17,Current project/role,NA,24,No,0,24,0,0,0,0,0,0,0,0,2100,0,0,0,0,NA,NA,2100,0,TRUE,42846.43716,TRUE,NO,1. In Process
463,TAS0011280,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,SAS Business Intelligence Reporting: Fast Track,https://support.sas.com/edu/schedules.html?ctry=us&crs=YBUFT,SAS,NA,NA,New,SAS Certified BI Content Developer for SAS 9 Credential,http://support.sas.com/certify/creds/bic.html,Yes,SAS Certified BI Content Developer for SAS 9 Credential - SAS Business Intelligence Reporting: Fast Track,Analytics/Big Data,SAS,TAS TDL Emerging Technology Approval Group,NA,Training Complete,2/7/2017,2/10/2017,06_Feb,06_Feb,FY17,FY17,Current project/role,NA,32,No,0,32,0,0,0,0,0,0,0,0,2600,0,0,0,0,NA,NA,2600,0,TRUE,42723.40836,TRUE,NO,3. Complete
464,TAS0008659,TAS,Florham Park GS 500 Campus,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,All courses available on DataCamp.com,myLearning course number A28823,DataCamp,NA,NA,NA,NA,NA,NA,All courses available on DataCamp.com,Analytics/Big Data,Data Analysis,TAS TC Industry Approval Group,NA,Training Complete,9/12/2016,9/16/2016,01_Sep,01_Sep,FY17,FY17,Other,NA,40,No,0,40,0,0,0,0,0,0,0,0,25,0,0,0,0,NA,NA,25,0,TRUE,42570.88693,TRUE,NO,3. Complete
465,TAS0013392,TAS,Sacramento GS 1415 L Street,01.01.206.007,TC Oracle,Oracle,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,NA,Tableau Developer Self-Study Course,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=search&activityID=1092011&s,NA,NA,NA,NA,NA,NA,NA,Tableau Developer Self-Study Course,Analytics/Big Data,Tableau,TAS TC Oracle Approval Group,NA,Approved,4/30/2017,6/1/2017,08_Apr,10_Jun,FY17,FY17,Career growth,NA,9,No,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42796.68579,TRUE,NO,2. Approved
466,TAS0009316,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,Splunk Administration,http://www.splunk.com/view/SP-CAAAH9G,Splunk,NA,NA,NA,NA,NA,NA,Splunk Administration,Analytics/Big Data,Splunk,TAS TDL Security Approval Group,NA,Training Complete,11/28/2016,12/2/2016,03_Nov,04_Dec,FY17,FY17,Upcoming project/role,NA,20,No,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42613.46686,TRUE,NO,3. Complete
467,TAS0016136,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,Searching and Reporting with Splunk,https://www.splunk.com/view/SP-CAAAH9C,NA,NA,NA,NA,NA,NA,NA,Searching and Reporting with Splunk,Analytics/Big Data,Splunk,TAS TDL Analyst Apprentice Approval Group,NA,Approved,5/9/2017,5/10/2017,09_May,09_May,FY17,FY17,Accenture curriculum,NA,9,No,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42849.71579,TRUE,NO,N/A
468,TAS0012809,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,NA,Tableau 2 day training,US-A24238-FY17-0001,NA,NA,NA,NA,NA,NA,NA,Tableau 2 day training,Analytics/Big Data,Tableau,TAS TDL Industry Approval Group,NA,Training Complete,2/22/2017,2/23/2017,06_Feb,06_Feb,FY17,FY17,Current project/role,NA,16,No,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42788.58149,TRUE,NO,3. Complete
469,TAS0009604,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,Creating Splunk Knowledge Objects 6.4 (eLearning),https://inter.viewcentral.com/Events/cust/current_profile.aspx,Splunk,NA,NA,NA,NA,NA,NA,Creating Splunk Knowledge Objects 6.4 (eLearning),Analytics/Big Data,Splunk,TAS TC Security Approval Group,NA,Training Complete,9/27/2016,9/27/2016,01_Sep,01_Sep,FY17,FY17,Career growth,NA,9,No,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42636.39197,TRUE,NO,3. Complete
470,TAS0010078,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,SAS Programming 2: Data Manipulation Techniques,https://support.sas.com/edu/schedules.html?ctry=us&id=2618#,SAS,NA,NA,New,SAS Certified Base Programmer for SAS 9 Credential,http://support.sas.com/certify/creds/bp.html,Yes,SAS Certified Base Programmer for SAS 9 Credential - SAS Programming 2: Data Manipulation Techniques,Analytics/Big Data,SAS,TAS TC Advanced Tech & Arch Approval Group,NA,Approved,11/16/2016,6/1/2017,03_Nov,10_Jun,FY17,FY17,Current project/role,NA,48,No,0,48,0,0,0,0,0,0,180,0,1950,0,0,0,0,NA,NA,1950,180,TRUE,42661.74142,TRUE,NO,N/A
471,TAS0011429,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,HDP Developer Apache Pig and Hive,http://hortonworks.com/training/class/hadoop-2-data-analysis-pig-hive/,Hortonworks,NA,NA,New,HDPCD - Certified Developer,http://hortonworks.com/training/certification/hdpcd-certification/,Yes,HDPCD - Certified Developer - HDP Developer Apache Pig and Hive,Analytics/Big Data,Hadoop,NA,michael.g.fulton,Training Complete,1/30/2017,2/2/2017,05_Jan,06_Feb,FY17,FY17,Upcoming project/role,NA,32,No,0,32,0,0,0,0,0,0,0,0,2800,0,0,0,0,NA,NA,2800,0,TRUE,42727.6452,TRUE,NO,3. Complete
472,TAS0012798,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,10,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,Administer and Maintain Qlik Sense,http://inter.viewcentral.com/events/cust/search_results.aspx?keyword=&cat1_id=14&event_type_id=259&l,Qlik,NA,NA,NA,NA,NA,NA,Administer and Maintain Qlik Sense,Analytics/Big Data,Qlik,TAS TC Analyst Apprentice Approval Group,NA,Training Complete,4/24/2017,4/25/2017,08_Apr,08_Apr,FY17,FY17,Current project/role,NA,16,No,0,16,0,0,0,0,0,0,0,0,1400,0,0,0,0,NA,NA,1400,0,TRUE,42788.44887,TRUE,NO,3. Complete
473,TAS0008744,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,"Orlando, FL",NA,NA,Splunk,Splunk .conf2016,NA,NA,NA,NA,NA,Splunk .conf2016,Analytics/Big Data,Conf - Splunk conf2016 - Not on approved list,TAS TC Industry Approval Group,NA,Training Complete,9/26/2016,9/29/2016,01_Sep,01_Sep,FY17,FY17,Upcoming project/role,NA,26,Yes,8,34,250,550,100,0,900,0,0,1695,0,0,0,0,0,NA,NA,0,2595,TRUE,42576.9006,TRUE,NO,3. Complete
474,TAS0015772,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,NA,IBM Cognos Report Studio Authoring Professional Reports Fundamentals (V10.2.2),https://www.exitcertified.com/training/ibm/business-analytics/cognos-report-studio/report-studio-aut,NA,NA,NA,New,NA,NA,NA,IBM Cognos Report Studio Authoring Professional Reports Fundamentals (V10.2.2),Analytics/Big Data,IBM Cognos,TAS TDL Advanced Tech & Arch Approval Group,NA,Approved,5/8/2017,5/10/2017,09_May,09_May,FY17,FY17,Current project/role,NA,24,No,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42842.43021,TRUE,NO,2. Approved
475,TAS0015093,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,Rapidly master data science in R,https://learn.sharpsightlabs.com/join-starting-data-science-top/,Sharp Sight,NA,NA,NA,NA,NA,NA,Rapidly master data science in R,Analytics/Big Data,R Data Science,TAS TC Emerging Technology Approval Group,NA,Approved,4/10/2017,5/30/2017,08_Apr,09_May,FY17,FY17,Career growth,NA,40,No,0,40,0,0,0,0,0,0,0,0,497,0,0,0,0,NA,NA,497,0,TRUE,42829.5995,TRUE,NO,2. Approved
476,TAS0012592,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,IBM Cognos Report Studio Author Professional Reports Advanced (V10.2),http://www.learnquest.com/course-detail.aspx?cnum=B5259,Learn Quest,NA,NA,NA,NA,NA,NA,IBM Cognos Report Studio Author Professional Reports Advanced (V10.2),Analytics/Big Data,IBM Cognos,TAS TDL Emerging Technology Approval Group,NA,Training Complete,2/27/2017,3/31/2017,06_Feb,07_Mar,FY17,FY17,Upcoming project/role,NA,16,No,0,16,0,0,0,0,0,0,0,0,698,0,0,0,0,NA,NA,698,0,TRUE,42779.31708,TRUE,NO,3. Complete
477,TAS0008795,TAS,NY GS 1345 Ave Americas,01.01.206.008,TC SAP,SAP,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,NA,A27747-024 - Tableau Developer Self-Study Course,https://mylearning.accenture.com/atlas/Home.aspx#/activityDetails?referrer=home&activityID=1092011&a,NA,NA,NA,NA,NA,NA,NA,A27747-024 - Tableau Developer Self-Study Course,Analytics/Big Data,Tableau,TAS TC SAP Approval Group,NA,Training Complete,8/1/2016,10/1/2016,12_Aug,02_Oct,FY16,FY17,Career growth,NA,9,No,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42579.71304,TRUE,NO,3. Complete
478,TAS0009229,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,NA,Intro to NoSQL,A90429SS-008,NA,NA,NA,NA,NA,NA,NA,Intro to NoSQL,Analytics/Big Data,Cassandra,TAS TC Emerging Technology Approval Group,NA,Training Complete,10/17/2016,11/27/2016,02_Oct,03_Nov,FY17,FY17,Career growth,NA,12,No,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42607.43223,TRUE,NO,3. Complete
479,TAS0011584,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,Splunk Enterprise 6.5 Data Administration - Virtual,https://inter.viewcentral.com/Events/cust/search_results.aspx?cid=splunk&pid=1&lid=1&tstamp=14836304,Splunk,NA,NA,New,Splunk Administrator,https://inter.viewcentral.com/Events/cust/search_results.aspx?cid=splunk&pid=1&lid=1&tstamp=14836304,Yes,Splunk Administrator - Splunk Enterprise 6.5 Data Administration - Virtual,Analytics/Big Data,Splunk,TAS TDL Security Approval Group,NA,Training Complete,1/18/2017,1/20/2017,05_Jan,05_Jan,FY17,FY17,Upcoming project/role,NA,12,No,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42740.47882,TRUE,NO,3. Complete
480,TAS0012347,TAS,Baltimore AFS 6340 Security Blvd,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,"111 Rockville Pike, Suite 1000 Rockville, MD 20850",SAS Programming 2: Data Manipulation Techniques (SAS PG2),https://www.globalknowledge.com/us-en/course/91212/sas-programming-2-data-manipulation-techniques-sa,Global Knowledge,NA,NA,NA,NA,NA,NA,SAS Programming 2: Data Manipulation Techniques (SAS PG2),Analytics/Big Data,SAS,TAS TDL Industry Approval Group,NA,Training Complete,2/22/2017,2/24/2017,06_Feb,06_Feb,FY17,FY17,Current project/role,NA,24,Yes,4,28,0,409.38,207,101.74,718.12,0,0,0,1950,0,0,0,0,NA,NA,1950,718.12,TRUE,42772.40685,TRUE,NO,3. Complete
